date,neu_mean,neg_mean,pos_mean,comp_mean,pol_mean,qtd_day,bt_close,bt_open,bt_high,bt_low,bt_volumeto,bt_target
2021-02-08,0.871942,0.042408,0.085658,0.1411674,0.060270925527985714,1000,38868.82,38868.82,46606.82,38063.87,5944522159.67,1
2021-02-09,0.857914,0.03832900000000001,0.10377,0.21379860000000003,0.06306663404685556,1000,46437.41,46437.41,48209.59,45051.46,4610214635.38,1
2021-02-10,0.8546880000000001,0.047914,0.09739,0.17276160000000002,0.06831064675436765,1000,46509.57,46509.57,47349.86,43743.99,3326890835.4,-1
2021-02-11,0.863494,0.044851,0.09164699999999999,0.167655,0.06411286608006227,1000,44854.95,44854.95,48664.81,44032.66,3377367971.59,1
2021-02-12,0.8556579999999999,0.043769999999999996,0.10056200000000001,0.1863197,0.06634454566880385,1000,48006.18,48006.18,48930.99,46243.85,2831634659.58,-1
2021-02-13,0.873683,0.03861799999999999,0.08769400000000001,0.1566803,0.05819421699791139,1000,47435.54,47435.54,48171.46,46291.19,1571324550.44,-1
2021-02-14,0.862452,0.04265900000000001,0.09488100000000001,0.1929483,0.06362019002643737,1000,47222.32,47222.32,49642.39,47096.92,1841963034.08,1
2021-02-15,0.848607,0.047415,0.10397399999999998,0.1833701,0.0702134403800298,1000,48652.87,48652.87,49031.74,45910.0,2502097939.18,-1
2021-02-16,0.8348450000000001,0.034983,0.13015200000000002,0.2507057,0.06747671758466027,1000,47936.51,47936.51,50561.53,47068.63,3237085085.6,1
2021-02-17,0.856876,0.049506999999999995,0.093618,0.15880709999999998,0.06807897124663385,1000,49184.63,49184.63,52622.68,48967.72,3423930178.2,1
2021-02-18,0.8459459999999999,0.051331,0.102733,0.17912920000000002,0.07261809432228307,1000,52154.91,52154.91,52550.6,50874.81,2205232619.94,-1
2021-02-19,0.850543,0.03998,0.10947,0.193998,0.0661559566479089,1000,51591.61,51591.61,56331.09,50766.83,3893034056.64,1
2021-02-20,0.85633,0.041742,0.10192699999999999,0.1947756,0.06522757725073039,1000,55933.47,55933.47,57528.16,54140.61,2974872569.57,-1
2021-02-21,0.854379,0.036218999999999994,0.109401,0.2208801,0.06294755610029669,1000,55900.84,55900.84,58348.75,55516.07,1934005633.01,1
2021-02-22,0.851366,0.052332,0.096306,0.14169790000000002,0.07099215162255613,1000,57469.95,57469.95,57540.74,48194.31,6995162441.1,-1
2021-02-23,0.836288,0.040206000000000006,0.123508,0.2500134,0.07046816762198377,1000,54121.17,54121.17,54164.35,44983.39,8016450648.12,-1
2021-02-24,0.8124239999999999,0.034137999999999995,0.153442,0.295096,0.07237543088645483,1000,48898.7,48898.7,51399.55,47015.55,3729774704.65,1
2021-02-25,0.867358,0.043647,0.088995,0.16832740000000002,0.062324672201304034,1000,49738.17,49738.17,52086.34,46728.88,3643008748.86,-1
2021-02-26,0.8420550000000001,0.041142000000000005,0.116815,0.2259245,0.06932533973952093,1000,47082.87,47082.87,48438.38,44153.46,4204800171.81,-1
2021-02-27,0.852688,0.04870400000000001,0.098601,0.1793752,0.06929836292438661,1000,46324.5,46324.5,48362.8,45063.84,1831237567.32,-1
2021-02-28,0.864344,0.037925,0.097735,0.2058598,0.06088185177045783,1000,46191.39,46191.39,46645.9,43061.92,2776726256.13,-1
2021-03-01,0.8608779999999999,0.04062999999999999,0.098488,0.1920624,0.0632579436908915,1000,45261.03,45261.03,49812.2,45058.98,3146266419.71,1
2021-03-02,0.856347,0.040526,0.103122,0.21676789999999999,0.06464613037143058,1000,49635.07,49635.07,50221.14,47097.84,2105387914.68,-1
2021-03-03,0.848504,0.032392,0.11909900000000001,0.24650919999999998,0.06211163182528696,1000,48501.21,48501.21,52625.39,48176.64,2615513552.66,1
2021-03-04,0.8553580000000001,0.037132000000000005,0.107526,0.22440559999999998,0.06318746261719962,1000,50392.55,50392.55,51792.65,47516.91,3024053725.58,-1
2021-03-05,0.8536083333333333,0.037925,0.10846666666666668,0.21658208333333337,0.06413733961845731,240,48363.74,48363.74,49467.19,46311.43,2907395734.68,1
2021-03-06,0.852796,0.042415,0.10478200000000001,0.1997919,0.06666579730266488,1000,48775.37,48775.37,49185.32,47099.07,1214194643.85,1
2021-03-07,0.854673,0.0399,0.10542900000000001,0.2074216,0.06485843892663468,1000,48892.8,48892.8,51455.54,48892.8,1658558074.88,1
2021-03-08,0.859229,0.036695,0.104091,0.21305459999999998,0.061803068249076436,1000,50964.18,50964.18,52408.08,49341.09,2445827949.75,1
2021-03-09,0.851354,0.042439000000000004,0.10620600000000001,0.2062407,0.06713625275512479,1000,52405.02,52405.02,54933.93,51888.98,2898199576.25,1
2021-03-10,0.847927,0.043982999999999994,0.108088,0.2235693,0.06894950691629347,1000,54928.7,54928.7,57396.59,53054.34,3898251700.72,1
2021-03-11,0.859242,0.03741200000000001,0.10334499999999999,0.2083749,0.06217992553871386,1000,55893.31,55893.31,58142.77,54314.65,3340389094.49,1
2021-03-12,0.8614348739495798,0.042126050420168065,0.0964516806722689,0.17354915966386553,0.06374267301509993,476,57809.41,57809.41,58069.58,55089.68,3079097934.08,-1
2021-03-13,0.8453809999999999,0.04026,0.11435499999999998,0.2171112,0.06785228293874863,1000,57256.22,57256.22,61749.15,56103.32,3439594034.95,1
2021-03-14,0.8688480000000001,0.050634,0.080523,0.06666919999999998,0.06385296846662651,1000,61179.79,61179.79,61674.66,58980.95,2105197604.06,-1
2021-03-15,0.858445,0.047134,0.09441400000000001,0.1525173,0.06670914087289688,1000,58998.89,58998.89,60589.17,54857.68,4297382088.92,-1
2021-03-16,0.8596959999999999,0.038506,0.10181200000000001,0.2031103,0.06261288103896834,1000,55665.01,55665.01,56936.04,53269.13,3441195999.4,1
2021-03-17,0.8568309999999999,0.03541,0.10776400000000001,0.2554865,0.06177315954360761,1000,56925.01,56925.01,58975.28,54156.11,3493543493.16,1
2021-03-18,0.8488730000000001,0.03768,0.113447,0.253903,0.06538105964268245,1000,58909.0,58909.0,60077.79,57022.2,3178687259.25,-1
2021-03-19,0.8459103773584906,0.036617924528301884,0.11746855345911948,0.2629900943396226,0.06558547571692099,636,57643.32,57643.32,59453.32,56283.37,2397999967.37,1
2021-03-20,0.852048,0.050827,0.097123,0.1691898,0.070260022210358,1000,58060.21,58060.21,59911.7,57837.79,1687922804.56,1
2021-03-21,0.8488510000000001,0.045567,0.10557300000000001,0.2083314,0.06935881264122101,1000,58101.34,58101.34,58621.34,55635.61,1958214099.07,-1
2021-03-22,0.846669,0.044408,0.10891200000000001,0.2102068,0.06954541031585047,1000,57374.95,57374.95,58431.44,53795.78,2865346861.49,-1
2021-03-23,0.8499960000000001,0.043271000000000004,0.106739,0.2107092,0.06796104228894669,1000,54095.36,54095.36,55836.27,52984.36,2444787014.61,1
2021-03-24,0.8377960000000001,0.040629000000000005,0.121572,0.2738751,0.0702805007665711,1000,54355.45,54355.45,57202.53,51685.15,3420695083.54,-1
2021-03-25,0.8387049999999999,0.037237,0.12405800000000002,0.275065,0.06796725495413215,1000,52303.02,52303.02,53199.52,50406.31,3617760373.16,-1
2021-03-26,0.8340219999999999,0.037291,0.128674,0.256649,0.0692703553765967,1000,51336.09,51336.09,55083.9,51275.54,2461374478.26,1
2021-03-27,0.842936,0.041114000000000005,0.11594199999999999,0.22564209999999998,0.06904230143904533,1000,55055.43,55055.43,56606.78,53991.0,1514783182.02,1
2021-03-28,0.8508340000000001,0.040170000000000004,0.10899100000000002,0.2174688,0.06616772982353257,1000,55863.73,55863.73,56561.55,54717.97,1345583216.95,-1
2021-03-29,0.804688,0.036132000000000004,0.15917699999999999,0.30843780000000004,0.07583787552404142,1000,55781.01,55781.01,58413.9,54910.57,2950020309.68,1
2021-03-30,0.797608,0.034076999999999996,0.16831000000000002,0.36647820000000003,0.07573308306149962,1000,57626.1,57626.1,59402.27,57055.21,2064647135.86,1
2021-03-31,0.829342,0.037816,0.132832,0.2930697,0.07087436004649354,1000,58781.54,58781.54,59818.5,56918.81,2727194335.71,1
2021-04-01,0.83859,0.041131,0.120275,0.24381119999999998,0.07033513364599515,1000,58793.8,58793.8,59469.45,57949.11,1648724834.05,-1
2021-04-02,0.846098,0.039911999999999996,0.113991,0.2535839,0.06745078792719919,1000,58730.82,58730.82,60061.51,58458.46,1765524921.41,1
2021-04-03,0.8477250000000001,0.042597,0.109674,0.20534570000000002,0.06835044533871013,1000,58987.8,58987.8,59770.87,56958.04,1470430519.81,-1
2021-04-04,0.858474,0.035082,0.10643899999999999,0.24912640000000003,0.06110722541565768,1000,57074.97,57074.97,58493.73,56493.38,1093079652.2,1
2021-04-05,0.854352,0.036150999999999996,0.109524,0.2646903,0.06292378027423336,1000,58219.43,58219.43,59235.68,56833.44,1439529332.47,1
2021-04-06,0.8538600000000001,0.037525,0.10861699999999999,0.2309994,0.06384240694867324,1000,59119.56,59119.56,59464.31,57369.44,1535666142.46,-1
2021-04-07,0.86424,0.041594,0.09417099999999999,0.17753439999999998,0.06258553006885856,1000,58010.35,58010.35,58628.19,55467.58,2855410824.81,-1
2021-04-08,0.853469,0.043943,0.10259399999999999,0.1997216,0.06714378706924416,1000,55951.98,55951.98,58150.23,55711.07,1458096433.7,1
2021-04-09,0.863524,0.046077,0.090389,0.15665550000000003,0.06453567968961045,1000,58084.46,58084.46,58881.94,57694.22,1241735091.75,1
2021-04-10,0.861275,0.036581,0.102153,0.22163299999999997,0.061129852715346863,1000,58106.85,58106.85,61193.5,57885.43,2322058695.22,1
2021-04-11,0.861162,0.039508,0.099335,0.1947672,0.06264604680265148,1000,59784.8,59784.8,60673.37,59218.25,1218894531.01,1
2021-04-12,0.8676269999999999,0.036779,0.09559700000000002,0.20914409999999997,0.05929554842481854,1000,59980.45,59980.45,61233.29,59421.37,1913098388.79,-1
2021-04-13,0.864847,0.039201,0.09595000000000001,0.18809700000000001,0.06132973137068187,1000,59845.76,59845.76,63682.32,59811.31,3299086696.94,1
2021-04-14,0.858365,0.040540999999999994,0.10109200000000002,0.1979787,0.06401851897693354,1000,63558.48,63558.48,64859.81,61312.98,4066819695.96,-1
2021-04-15,0.851693,0.04141500000000001,0.106885,0.22732850000000002,0.06653301642793599,1000,62964.27,62964.27,63826.89,62038.33,2146219571.03,1
2021-04-16,0.86151,0.040060000000000005,0.09843600000000001,0.21551499999999998,0.06279606802977397,1000,63233.03,63233.03,63567.11,60048.13,3544777400.64,-1
2021-04-17,0.864769,0.036605000000000006,0.098619,0.1979239,0.060082846928220704,1000,61416.41,61416.41,62541.21,59712.92,2093039585.66,-1
2021-04-18,0.8590329999999999,0.04429600000000001,0.096668,0.1692865,0.0654370363632095,1000,60056.07,60056.07,60393.33,52785.1,6264051811.58,-1
2021-04-19,0.8624750000000001,0.045306,0.09222999999999999,0.1625009,0.06464187791207801,1000,56246.82,56246.82,57590.64,54291.08,2732647682.18,-1
2021-04-20,0.8518060000000001,0.038863,0.10931700000000001,0.22777970000000003,0.06517964844182578,1000,55680.11,55680.11,57101.05,53429.73,3091319805.6,1
2021-04-21,0.8459159999999999,0.052837,0.101246,0.17345389999999997,0.07314051477806265,1000,56496.06,56496.06,56801.94,53640.81,2312255459.33,-1
2021-04-22,0.850443,0.056147999999999997,0.093406,0.13521029999999998,0.07241933504251472,1000,53803.25,53803.25,55458.61,50519.78,4488994737.96,-1
2021-04-23,0.8586389999999999,0.046775,0.094583,0.1527898,0.0665140573488041,1000,51717.61,51717.61,52112.75,47495.24,5241192198.03,-1
2021-04-24,0.856187,0.048548,0.095269,0.1669661,0.06800823047249502,1000,51178.03,51178.03,51223.86,48769.48,1695108976.06,-1
2021-04-25,0.860429,0.046470000000000004,0.093095,0.16054330000000003,0.0657732821896551,1000,50115.99,50115.99,50576.4,47073.07,2176241676.28,-1
2021-04-26,0.862861,0.03849,0.09865399999999999,0.19406110000000001,0.06162136366553405,1000,49120.97,49120.97,54389.71,48843.41,3254396664.97,1
2021-04-27,0.865369,0.037674,0.096959,0.20719869999999999,0.060438674422922285,1000,54062.29,54062.29,55490.94,53357.59,2220077233.11,1
2021-04-28,0.8577359999999999,0.044122,0.098148,0.1815879,0.06580642868291821,1000,55073.48,55073.48,56461.55,53886.63,2339383717.48,-1
2021-04-29,0.858961,0.039548,0.101498,0.19301400000000002,0.06335647483880397,1000,54877.94,54877.94,55217.24,52399.42,2359198137.55,-1
2021-04-30,0.8659300000000001,0.033857,0.1002,0.1865229,0.05824492595926275,1000,53581.58,53581.58,57984.34,53089.93,2719315702.2,1
2021-05-01,0.8471900000000001,0.046195,0.106626,0.18144330000000003,0.0701825339382955,1000,57757.97,57757.97,58498.65,57057.4,1511783659.93,1
2021-05-02,0.8601279999999999,0.040484,0.099383,0.2088311,0.06343044515057418,1000,57843.16,57843.16,57934.82,56092.72,1230710822.31,-1
2021-05-03,0.8558119999999999,0.04037999999999999,0.103798,0.2092087,0.06474073864268154,1000,56623.51,56623.51,58963.84,56531.6,2371465902.34,1
2021-05-04,0.860188,0.045409000000000005,0.09439600000000001,0.1902555,0.06547081765183631,1000,57195.07,57195.07,57226.81,53108.04,3556756117.3,-1
2021-05-05,0.853936,0.039139,0.10691800000000001,0.2278791,0.06468897589234196,1000,53244.07,53244.07,57944.11,52978.89,3200062630.96,1
2021-05-06,0.8687140000000001,0.034415999999999995,0.096873,0.2278925,0.05774063705918043,1000,57506.88,57506.88,58392.76,55299.4,2878647496.02,-1
2021-05-07,0.855406,0.042472,0.102119,0.19824930000000002,0.06585740784452422,1000,56441.94,56441.94,58695.29,55311.16,2439662460.45,1
2021-05-08,0.8635130000000001,0.037355000000000006,0.099133,0.2082732,0.06085321039189305,1000,57374.33,57374.33,59521.69,56985.44,2211507566.18,1
2021-05-09,0.8742709999999999,0.034450999999999996,0.09128,0.1992251,0.05607751135704936,1000,58943.13,58943.13,59276.99,56350.98,2645394205.33,-1
2021-05-10,0.860455,0.04454,0.09500399999999999,0.1677584,0.06504981291287469,1000,58294.18,58294.18,59587.03,54239.16,4067497161.41,-1
2021-05-11,0.861467,0.03720099999999999,0.10133299999999999,0.21693590000000001,0.06139779257432631,1000,55870.01,55870.01,56928.37,54490.38,2395231325.24,1
2021-05-12,0.8509329999999999,0.066625,0.082444,0.07633789999999999,0.07411363909564825,1000,56747.52,56747.52,58005.44,49182.89,4035173480.67,-1
2021-05-13,0.83817,0.057706999999999994,0.104134,0.1617056,0.07751942168256933,1000,49504.08,49504.08,51377.99,47029.73,5919941739.84,1
2021-05-14,0.8499909999999999,0.050322000000000006,0.099693,0.1690424,0.07082902756638694,1000,49700.6,49700.6,51554.66,48910.06,2156016499.66,1
2021-05-15,0.854879,0.053385999999999996,0.091736,0.1200468,0.0699815553985477,1000,49887.96,49887.96,50710.05,46606.18,2591003797.63,-1
2021-05-16,0.828726,0.072653,0.09861700000000001,0.1084138,0.0846452650831693,1000,46775.29,46775.29,49808.83,43918.69,3693969204.75,-1
2021-05-17,0.8532909999999999,0.050869,0.09584100000000001,0.15137349999999997,0.06982360509884893,1000,46490.71,46490.71,46665.19,42130.83,5896147491.21,-1
2021-05-18,0.8560070000000001,0.049415999999999995,0.094568,0.1615224,0.06836060479545218,1000,43552.14,43552.14,45819.36,42309.39,3159184422.64,-1
2021-05-19,0.8505360000000001,0.05284900000000001,0.09662699999999999,0.146209,0.07146076072223133,1000,42886.02,42886.02,43564.34,29925.2,11120220854.77,-1
2021-05-20,0.855821,0.047795000000000004,0.096384,0.16401759999999999,0.06787247807469535,1000,36771.87,36771.87,42520.03,35009.25,5531454912.79,1
2021-05-21,0.8453320000000001,0.05339700000000001,0.101265,0.15307880000000001,0.0735339867340266,1000,40597.4,40597.4,42252.07,33552.8,4573692788.95,-1
2021-05-22,0.834882,0.052209,0.11291499999999999,0.16744050000000002,0.07678007055870682,1000,37350.39,37350.39,38841.92,35287.71,2808008188.27,1
2021-05-23,0.8490240000000001,0.051801,0.09915800000000001,0.14817020000000003,0.07166926508622787,1000,37491.5,37491.5,38304.55,31157.18,4494413873.1,-1
2021-05-24,0.8543350000000001,0.044802,0.10087,0.1894541,0.0672248297878098,1000,34716.84,34716.84,39945.35,34467.32,3981461441.04,1
2021-05-25,0.846579,0.049245000000000004,0.104182,0.1889624,0.07162710792709699,1000,38837.76,38837.76,39842.9,36509.09,2529569055.97,-1
2021-05-26,0.855502,0.040168,0.104333,0.22736099999999998,0.06473675883143981,1000,38387.36,38387.36,40854.81,37855.81,2607759779.42,1
2021-05-27,0.851829,0.042825,0.105352,0.20655440000000003,0.06716918489902941,1000,39295.08,39295.08,40408.95,37211.84,1804036815.09,-1
2021-05-28,0.8446889999999999,0.04795400000000001,0.107347,0.192911,0.07174759952778909,1000,38538.84,38538.84,38879.6,34733.76,3104364367.82,-1
2021-05-29,0.85335,0.046972,0.09968600000000001,0.1573547,0.06842843555131156,1000,35680.92,35680.92,37307.1,33666.06,2127790128.94,-1
2021-05-30,0.8480150000000001,0.047862,0.104121,0.19556099999999998,0.07059347917477932,1000,34611.58,34611.58,36481.62,33400.65,1325408340.1,1
2021-05-31,0.8527509999999999,0.042159999999999996,0.10508500000000001,0.21085980000000001,0.06656112679334687,1000,35662.59,35662.59,37512.8,34202.86,1821662523.97,1
2021-06-01,0.861223,0.034838,0.103938,0.21688,0.0601746794258183,1000,37290.83,37290.83,37910.19,35733.52,1626268789.21,-1
2021-06-02,0.853028,0.039156,0.107811,0.2159527,0.06497266745332225,1000,36683.51,36683.51,38225.18,35935.34,1494571249.19,1
2021-06-03,0.856152,0.04354299999999999,0.10030300000000002,0.1739048,0.06608701482893595,1000,37576.98,37576.98,39482.46,37199.92,1586641442.02,1
2021-06-04,0.851788,0.049478,0.09872999999999998,0.1451694,0.06989250989913011,1000,39229.66,39229.66,39273.49,35617.03,1837944242.33,-1
2021-06-05,0.842236,0.053321,0.10445,0.16250610000000001,0.07462826843763695,1000,36861.5,36861.5,37911.76,34846.16,1444088532.56,-1
2021-06-06,0.8429449999999999,0.051393999999999995,0.10565700000000001,0.1654865,0.07368945554148165,1000,35538.4,35538.4,36453.81,35264.34,986275148.28,1
2021-06-07,0.8443339999999999,0.061988,0.09366500000000001,0.1106216,0.0761978084986701,1000,35798.57,35798.57,36790.39,33367.12,1850311020.63,-1
2021-06-08,0.8411500000000001,0.050596999999999996,0.108252,0.1813684,0.07400828631984394,1000,33582.86,33582.86,34061.09,31034.35,2890313261.68,-1
2021-06-09,0.830767,0.060969,0.108253,0.1593431,0.08124085891348024,1000,33409.38,33409.38,37528.42,32435.18,3249553573.38,1
2021-06-10,0.8398629999999999,0.045821,0.114316,0.24480680000000002,0.07237453582579995,1000,37391.58,37391.58,38387.2,35821.05,2338112083.52,-1
2021-06-11,0.845758,0.050260000000000006,0.103966,0.18678770000000003,0.0722864521193287,1000,36680.78,36680.78,37665.85,35981.84,1596038876.7,1
2021-06-12,0.825515,0.030150999999999997,0.144337,0.39291470000000006,0.06596896912185303,1000,37339.98,37339.98,37445.32,34655.21,1450138289.51,-1
2021-06-13,0.8536699999999999,0.042012,0.10431900000000001,0.19494820000000002,0.06620158478465603,1000,35541.78,35541.78,39374.68,34802.24,1727291768.5,1
2021-06-14,0.8525750000000001,0.038804000000000005,0.108611,0.2192416,0.06491949818043882,1000,39017.37,39017.37,41025.42,38755.79,2740589573.6,1
2021-06-15,0.855163,0.045187000000000005,0.09964100000000001,0.18269939999999996,0.06710050571344452,1000,40526.63,40526.63,41307.06,39526.69,1943860792.12,-1
2021-06-16,0.850803,0.040945,0.108254,0.203033,0.06657672288420331,1000,40161.86,40161.86,40487.98,38122.04,1883613058.48,-1
2021-06-17,0.833386,0.037293,0.129312,0.3101863,0.06944373561380465,1000,38345.41,38345.41,39537.42,37386.57,1599770630.8,-1
2021-06-18,0.8403809999999999,0.046852000000000005,0.11277100000000001,0.2183553,0.07268801064824928,1000,38082.3,38082.3,38201.23,35158.89,2207651943.63,-1
2021-06-19,0.840105,0.046136,0.113768,0.22408689999999998,0.0724486055628402,1000,35830.29,35830.29,36443.26,34863.17,1601193146.33,-1
2021-06-20,0.8496589999999999,0.044418,0.105928,0.2067647,0.06859380368517261,1000,35515.38,35515.38,36139.95,33377.82,1964614466.35,1
2021-06-21,0.85194,0.057082,0.090966,0.1177806,0.07205915078600358,1000,35602.26,35602.26,35760.61,31284.7,3650731161.39,-1
2021-06-22,0.8462799999999999,0.047928,0.10579000000000001,0.16576530000000003,0.07120606097798136,1000,31652.62,31652.62,33312.87,28908.07,4060734244.07,1
2021-06-23,0.851647,0.047374,0.100976,0.1799467,0.06916384188287981,1000,32537.58,32537.58,34831.93,31790.02,2037061709.14,1
2021-06-24,0.8412999999999999,0.044402000000000004,0.11430099999999999,0.21292700000000003,0.07124038883947785,1000,33678.64,33678.64,35267.23,32340.83,1311147481.02,1
2021-06-25,0.8456990000000001,0.052901000000000004,0.10138599999999999,0.175054,0.07323537933266953,1000,34649.84,34649.84,35494.5,31290.25,3027434524.39,-1
2021-06-26,0.8462850000000001,0.04875,0.104963,0.1747745,0.07153283337041809,1000,31593.86,31593.86,32680.58,30190.9,1826363014.48,1
2021-06-27,0.855586,0.042419000000000005,0.10199599999999999,0.1807433,0.06577665485565529,1000,32307.35,32307.35,34754.5,32031.15,2002954688.79,1
2021-06-28,0.848113,0.044232999999999995,0.107658,0.2035301,0.06900750911313927,1000,34713.81,34713.81,35292.57,33890.86,1424168416.33,-1
2021-06-29,0.854969,0.044149,0.100885,0.19809480000000002,0.06673808406749478,1000,34487.11,34487.11,36624.75,34243.82,1578253520.29,1
2021-06-30,0.851269,0.041356000000000004,0.107378,0.2256564,0.06663876175320187,1000,35901.41,35901.41,36090.37,34062.04,1388243727.19,-1
2021-07-01,0.841233,0.043923000000000004,0.114837,0.2289505,0.0710210218949291,1000,35056.39,35056.39,35065.41,32757.33,1238732543.23,-1
2021-07-02,0.8435750000000001,0.045431,0.110986,0.20130869999999998,0.07100848516902751,1000,33543.11,33543.11,33968.47,32715.18,1102040372.36,1
